mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_n_jobs,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0004509925842285156,0.00014377771873922307,0.0,0.0,0.000774263682681127,100,-1,elasticnet,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,,,241
0.0003021240234375,1.5941201793540342e-05,0.0,0.0,0.000774263682681127,100,-1,elasticnet,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",,,,,,,,241
0.00036163330078125,7.329956553966092e-05,0.0,0.0,0.000774263682681127,200,-1,l1,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,241
0.0003734588623046875,0.00015240081107156626,0.0,0.0,0.000774263682681127,200,-1,l1,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,241
0.00030465126037597655,9.620300455412668e-06,0.0,0.0,0.000774263682681127,200,-1,l1,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'newton-cholesky'}",,,,,,,,241
0.0016350746154785156,0.00021708846272569518,0.0019527435302734374,5.9196524528463545e-05,0.000774263682681127,200,-1,l1,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'liblinear'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,229
0.0003264427185058594,3.418307202475791e-05,0.0,0.0,0.000774263682681127,200,-1,l1,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,241
0.015145635604858399,0.0007226413816597047,0.002295970916748047,6.299756993744992e-05,0.000774263682681127,200,-1,l1,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'saga'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,229
0.014661121368408202,0.0006803110184037876,0.003099679946899414,0.0006754903020428445,0.000774263682681127,200,-1,l2,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.015041589736938477,0.0013182136028852993,0.002727842330932617,0.00034746389838036186,0.000774263682681127,200,-1,l2,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.016253042221069335,0.0004260443652727957,0.0030952930450439454,0.00035716604295462154,0.000774263682681127,200,-1,l2,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.002164793014526367,0.000708368335233405,0.00205845832824707,0.00013329644805289462,0.000774263682681127,200,-1,l2,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9873163452708907,0.9591942148760331,0.9813762626262627,0.978047520661157,0.9673151974288339,0.9746499081726355,0.010098541286700013,208
0.015817546844482423,0.00091895889127284,0.003188943862915039,0.0006154932803825754,0.000774263682681127,200,-1,l2,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'sag'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.015303850173950195,0.0007550127595469025,0.0028725624084472655,0.0005375684901373986,0.000774263682681127,200,-1,l2,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'saga'}",0.990358126721763,0.9675160697887971,0.9849919651056015,0.9804579889807163,0.9715622130394858,0.9789772727272729,0.008417067965074417,193
0.0004738807678222656,0.0002518504097503425,0.0,0.0,0.000774263682681127,200,-1,elasticnet,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,241
0.00034461021423339846,7.856166774020136e-05,0.0,0.0,0.000774263682681127,200,-1,elasticnet,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,241
0.00032105445861816404,3.90225304693506e-05,0.0,0.0,0.000774263682681127,200,-1,elasticnet,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,241
0.0002900600433349609,5.7351439292852925e-06,0.0,0.0,0.000774263682681127,200,-1,elasticnet,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,241
0.0003735542297363281,0.00010514377195428666,0.0,0.0,0.000774263682681127,200,-1,elasticnet,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,,,241
0.0002979278564453125,1.4228296653768367e-05,0.0,0.0,0.000774263682681127,200,-1,elasticnet,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 200, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",,,,,,,,241
